City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
104,qaqortoq,60.7167,-46.0333,-0.27,58,2,1.41,GL,1712079156
105,port blair,11.6667,92.75,26.02,89,6,1.03,IN,1712079157
106,donggang,28.9365,114.2259,19.44,98,100,1.48,CN,1712079158
107,yuzhno-kurilsk,44.0306,145.8556,-2.01,88,7,2.45,RU,1712079159
108,toropets,56.4978,31.6353,15.58,79,100,4.33,RU,1712079161
109,punta del este,-34.9667,-54.95,21.06,62,40,4.63,UY,1712078993
110,south valley,35.0101,-106.6781,12.95,55,20,0.0,US,1712079095
111,geraldton,-28.7667,114.6,19.23,68,84,4.12,AU,1712079028
112,akureyri,65.6835,-18.0878,-3.04,68,40,2.06,IS,1712079164
113,vadso,70.0744,29.7487,-7.91,62,40,6.69,NO,1712079165
114,monrovia,6.3005,-10.7969,31.87,76,58,6.12,LR,1712078478
115,klaksvik,62.2266,-6.589,3.51,57,100,12.7,FO,1712079167
116,bethel,41.3712,-73.414,9.12,79,100,4.12,US,1712079149
117,llandudno,53.325,-3.8315,11.99,87,99,3.6,GB,1712079169
118,carbonear,47.7332,-53.2148,3.46,84,81,9.54,CA,1712079170
119,hamilton,39.1834,-84.5333,18.05,90,75,6.69,US,1712079171
120,san jose del cabo,23.0589,-109.6977,25.33,49,0,1.79,MX,1712079172
121,benito juarez,19.385,-99.165,27.69,13,75,2.57,MX,1712079173
122,freetown,8.484,-13.2299,27.48,70,62,4.57,SL,1712079174
123,kaoma,-14.7833,24.8,24.27,54,99,0.43,ZM,1712079176
124,esquel,-42.9,-71.3167,7.81,90,96,6.12,AR,1712079091
125,prineville,44.2999,-120.8345,19.47,51,0,2.06,US,1712079179
126,pico truncado,-46.7949,-67.9573,7.12,80,100,2.08,AR,1712079182
127,northam,51.0333,-4.2167,14.25,94,100,5.32,GB,1712079183
128,waingapu,-9.6567,120.2641,26.2,84,92,1.91,ID,1712079184
129,ebon,4.582,168.6964,28.06,80,90,7.09,MH,1712079185
130,pervomayskoye,43.919,46.7102,11.19,65,4,6.5,RU,1712079185
131,walvis bay,-22.9575,14.5053,16.53,82,0,3.09,NA,1712079187
132,puerto natales,-51.7236,-72.4875,9.25,43,75,9.26,CL,1712079054
133,zhezqazghan,47.7833,67.7667,7.9,68,26,2.91,KZ,1712079189
134,saipan,15.1355,145.701,27.39,78,40,6.17,MP,1712079190
135,chake chake,-5.2459,39.7666,25.63,89,100,4.05,TZ,1712079190
136,guerrero negro,27.9769,-114.0611,18.61,56,0,4.89,MX,1712079191
137,cill airne,52.05,-9.5167,10.03,81,20,4.63,IE,1712079192
138,constantia,44.1833,28.65,19.38,44,72,6.67,RO,1712078982
139,vorgashor,67.5833,63.95,-8.31,95,100,5.11,RU,1712079194
140,palangkaraya,-2.2,113.8333,24.39,97,45,0.3,ID,1712079195
141,mejit,10.2753,170.8646,26.53,79,100,7.6,MH,1712079195
142,enewetak,11.3474,162.3373,26.78,82,90,9.58,MH,1712079197
143,hammerfest,70.6634,23.6821,-6.75,73,75,2.57,NO,1712079198
144,papatowai,-46.5619,169.4708,10.31,89,97,1.89,NZ,1712079199
145,karonga,-9.9333,33.9333,23.58,88,37,1.24,MW,1712079200
146,lubang,13.8584,120.124,27.29,78,10,9.3,PH,1712079201
147,olonkinbyen,70.9221,-8.7187,-4.66,62,99,4.38,SJ,1712079201
148,saldanha,-33.0117,17.9442,18.03,84,100,8.6,ZA,1712079202
149,americus,32.0724,-84.2327,25.07,78,75,3.09,US,1712079075
150,lucapa,-8.4192,20.7447,21.18,89,37,1.63,AO,1712079205
151,la passe,45.5549,-0.8967,16.13,78,100,6.77,FR,1712079206
152,al jawf,29.5,38.75,23.49,23,67,5.06,SA,1712079207
153,fortuna,40.5982,-124.1573,12.21,96,100,0.0,US,1712079208
154,alice springs,-23.7,133.8833,17.34,55,0,2.57,AU,1712079089
155,kalevala,65.2,31.1667,-4.95,77,95,4.47,RU,1712079209
156,midvagur,62.0511,-7.1939,3.46,52,100,6.69,FO,1712079210
157,sisimiut,66.9395,-53.6735,-0.35,72,87,0.68,GL,1712079211
158,altay,47.8667,88.1167,1.42,71,15,2.38,CN,1712079212
159,fougamou,-1.2154,10.5838,26.79,87,70,1.29,GA,1712079213
160,atafu village,-8.5421,-172.5159,29.05,72,8,2.23,TK,1712079214
161,juquia,-24.3208,-47.6347,33.45,45,25,0.98,BR,1712079011
162,saudarkrokur,65.7461,-19.6394,-3.1,73,3,1.32,IS,1712079215
163,georgetown,5.4112,100.3354,30.53,82,20,1.54,MY,1712079128
164,remire-montjoly,4.9167,-52.2667,31.02,70,75,6.69,GF,1712079220
165,selfoss,63.9331,-20.9971,-0.45,77,100,7.61,IS,1712079221
166,kuala tungkal,-0.8167,103.4667,26.66,87,95,1.98,ID,1712079221
167,trincomalee,8.5711,81.2335,28.25,84,62,4.43,LK,1712079222
168,chato,-2.6378,31.7669,20.36,90,52,0.73,TZ,1712079223
169,mil'kovo,55.6078,37.7956,19.22,80,100,4.98,RU,1712079224
170,arilje,43.7531,20.0956,11.2,67,76,1.11,RS,1712079225
171,ust'-ilimsk,58.0006,102.6619,-6.98,94,100,1.79,RU,1712079226
172,corner brook,48.9667,-57.9484,5.09,66,100,5.12,CA,1712079050
173,tazovsky,67.4667,78.7,-6.52,95,100,7.55,RU,1712079227
174,cannonvale,-20.2833,148.7,25.66,83,21,4.22,AU,1712079229
175,petropavlovsk-kamchatsky,53.0452,158.6483,-1.67,82,0,6.26,RU,1712079030
176,dazhong,33.1997,120.4578,11.95,98,100,3.06,CN,1712079231
177,panjab,34.388,67.0233,-1.99,91,93,0.11,AF,1712079232
178,griffith,41.5284,-87.4237,10.03,95,100,5.14,US,1712079086
179,inirida,3.8653,-67.9239,35.49,42,62,1.52,CO,1712079234
180,bac lieu,9.285,105.7244,27.69,72,5,3.28,VN,1712079235
181,burang,30.25,81.1667,-7.51,93,43,1.59,CN,1712079236
182,hasaki,35.7333,140.8333,12.38,82,100,2.42,JP,1712079236
183,qandala,11.472,49.8728,28.4,71,74,2.03,SO,1712079238
184,whitehorse,60.7161,-135.0538,-2.57,86,40,2.06,CA,1712079239
185,broome,42.2506,-75.833,6.77,94,100,1.34,US,1712079240
186,jumla,29.2747,82.1838,9.21,54,93,2.11,NP,1712079241
187,blackmans bay,-43.0167,147.3167,9.07,82,95,0.89,AU,1712079242
188,lihue,21.9789,-159.3672,22.42,78,40,8.23,US,1712079044
189,hinton,53.4001,-117.5857,12.56,61,100,3.74,CA,1712079246
190,lorengau,-2.0226,147.2712,27.5,84,49,3.57,PG,1712079247
191,forbes,-33.3833,148.0167,12.73,68,3,2.28,AU,1712079047
192,san javier,37.8063,-0.8374,20.27,63,0,3.13,ES,1712079249
193,laibin,23.7,109.2667,25.04,78,0,4.12,CN,1712079250
194,nemuro,43.3236,145.575,0.14,75,1,4.12,JP,1712079251
195,belyy yar,53.6039,91.3903,1.94,87,100,0.0,RU,1712079252
196,sao joao da barra,-21.6403,-41.0511,33.05,80,33,4.52,BR,1712079253
197,sao raimundo nonato,-9.0153,-42.6994,30.88,57,96,1.39,BR,1712079253
198,betio village,1.358,172.9211,27.02,79,81,3.16,KI,1712079255
199,palmer,42.1584,-72.3287,11.65,54,100,6.17,US,1712079256
200,severo-yeniseyskiy,60.3725,93.0408,-6.9,96,92,1.79,RU,1712079257
201,kavieng,-2.5744,150.7967,27.27,84,85,3.77,PG,1712079259
202,nallihan,40.1859,31.3518,20.41,32,100,1.28,TR,1712079260
203,la ronge,55.1001,-105.2842,7.14,42,20,2.57,CA,1712079261
204,sonoma,38.55,-122.9011,21.94,54,0,1.58,US,1712079261
205,inhambane,-23.865,35.3833,24.99,94,40,1.54,MZ,1712079262
206,cockburn town,21.4612,-71.1419,24.9,77,57,6.85,TC,1712079038
207,kantunilkin,21.0917,-87.45,34.55,38,50,5.34,MX,1712079264
208,piti village,13.4626,144.6933,27.03,89,75,6.69,GU,1712079265
209,santyoku,37.4406,129.1708,10.64,76,95,2.23,KR,1712079266
210,al miqdadiyah,33.9786,44.9369,25.19,19,15,3.51,IQ,1712079024
211,tanout,14.9709,8.8879,35.06,7,68,4.88,NE,1712079268
212,uaua,-9.8414,-39.4817,32.25,43,100,2.2,BR,1712079270
213,roma,43.2128,-75.4557,9.21,56,100,5.66,US,1712079261
214,namibe,-15.1961,12.1522,23.22,83,69,4.29,AO,1712079276
215,ust-nera,64.5667,143.2,-21.32,95,79,1.04,RU,1712079277
216,alto barinas,8.5931,-70.2261,31.93,49,88,3.31,VE,1712079278
217,marsh harbour,26.5412,-77.0636,24.5,68,68,6.85,BS,1712079279
218,lara,-38.0167,144.4,12.09,91,48,5.66,AU,1712079153
219,al muwayh,22.4333,41.7583,22.07,56,45,3.24,SA,1712079281
220,puerto baquerizo moreno,-0.9,-89.6,28.55,84,20,3.09,EC,1712079135
221,ballina,-28.8667,153.5667,20.99,88,14,2.71,AU,1712079282
222,diapaga,12.0708,1.7889,39.78,8,99,3.65,BF,1712079283
223,kristiansund,63.1115,7.732,2.03,51,75,10.8,NO,1712079284
224,songea,-10.6833,35.65,18.55,95,44,1.36,TZ,1712079285
225,maryville,35.7565,-83.9705,24.82,69,100,9.77,US,1712079269
226,subaykhan,34.8544,40.6083,25.76,22,2,3.63,SY,1712079287
227,rio grande,-32.035,-52.0986,22.06,66,95,6.11,BR,1712079288
228,haiku-pauwela,20.9219,-156.3051,22.8,87,40,5.66,US,1712079051
229,conduaga,8.862,117.4893,24.44,84,3,1.99,PH,1712079290
230,revda,56.801,59.9303,4.75,97,100,6.03,RU,1712079291
231,harstad,68.799,16.5293,-3.8,70,32,0.7,NO,1712079291
232,arawa,-6.2132,155.5367,25.04,90,58,1.36,PG,1712079292
233,santa ana,33.7456,-117.8678,21.94,64,0,0.45,US,1712079146
234,lubango,-14.9172,13.4925,17.44,85,78,1.27,AO,1712079295
235,kavaratti,10.5669,72.642,28.99,71,36,3.24,IN,1712079296
236,kormilovka,55.0026,74.1028,0.36,91,100,2.7,RU,1712079001
237,urengoy,65.9667,78.3667,-3.32,96,100,7.93,RU,1712079299
238,yaiza,28.9633,-13.7631,21.87,43,20,7.2,ES,1712079300
239,lebanon,36.2081,-86.2911,22.45,90,100,4.63,US,1712079301
240,itoman,26.1247,127.6694,25.22,100,100,6.69,JP,1712079302
241,mumford,5.2618,-0.759,28.65,83,8,6.19,GH,1712079302
242,borisoglebskiy,57.2586,39.1508,12.87,91,100,4.2,RU,1712079303
243,saurimo,-9.6608,20.3916,20.51,89,98,0.75,AO,1712079305
244,lerwick,60.1545,-1.1494,5.0,67,100,13.83,GB,1712079305
245,richards bay,-28.783,32.0377,23.72,82,0,4.11,ZA,1712079307
246,saint-paul,-21.0096,55.2707,25.06,86,100,1.64,RE,1712079311
247,oak hill,37.9723,-81.1487,22.09,81,86,4.84,US,1712079311
248,dossor,47.5272,52.9811,13.29,47,96,4.33,KZ,1712079312
249,zaragoza,41.6561,-0.8773,19.71,44,75,3.09,ES,1712079281
250,curuca,-0.7289,-47.8481,26.88,91,98,2.22,BR,1712079315
251,kanggye,40.9695,126.5852,7.26,89,92,1.04,KP,1712079316
252,chibougamau,49.9168,-74.3659,0.79,51,0,4.63,CA,1712079141
253,seydi,39.4816,62.9137,14.56,32,55,3.48,TM,1712079318
254,newman,37.3138,-121.0208,19.58,71,0,4.02,US,1712079319
255,cameron,26.117,-97.5169,29.08,31,0,10.29,US,1712079320
256,keflavik,64.0049,-22.5624,3.24,65,100,5.66,IS,1712079321
257,price,39.5994,-110.8107,11.18,29,0,0.0,US,1712079042
258,uturoa,-16.7333,-151.4333,28.25,76,30,8.97,PF,1712079323
259,tindouf,27.6711,-8.1474,32.25,10,0,4.12,DZ,1712079324
260,conde,-7.2597,-34.9075,32.7,58,20,4.63,BR,1712079326
261,tolanaro,-25.0319,46.9987,23.04,88,75,3.6,MG,1712079327
262,gadzhiyevo,69.2551,33.3362,-14.19,88,63,5.25,RU,1712079327
263,paramonga,-10.6667,-77.8333,24.51,72,45,4.17,PE,1712079328
264,porto belo,-27.1578,-48.5531,31.0,81,3,7.28,BR,1712079329
265,vila franca do campo,37.7167,-25.4333,18.27,99,62,9.98,PT,1712079121
266,al qitena,14.8648,32.3668,32.19,10,100,3.91,SD,1712079331
267,avarua,-21.2078,-159.775,25.03,88,53,1.54,CK,1712079332
268,nar'yan-mar,67.6713,53.087,-16.05,87,43,4.02,RU,1712079332
269,cerano,20.1167,-101.3833,24.87,21,93,1.95,MX,1712079333
270,mamadysh,55.7152,51.408,6.6,94,38,5.27,RU,1712079334
271,badger,64.8,-147.5333,-12.23,76,100,6.69,US,1712079249
272,richfield,44.8833,-93.283,3.32,91,100,4.12,US,1712079192
273,perry,37.2506,-83.1999,24.1,84,100,4.8,US,1712079337
274,auki,-8.7676,160.7034,25.56,90,100,2.97,SB,1712079338
275,upper hutt,-41.1383,175.0502,12.62,96,22,2.7,NZ,1712079338
276,okha,53.5739,142.9478,-6.46,91,100,5.28,RU,1712079339
277,nadym,65.5333,72.5167,-1.48,97,100,9.56,RU,1712079340
278,port isabel,26.0734,-97.2086,28.35,29,0,10.29,US,1712079308
279,yoichi,43.2039,140.7703,1.49,77,14,4.58,JP,1712079343
280,pariaman,-0.619,100.12,25.03,91,100,1.42,ID,1712079344
281,las tablas,7.7667,-80.2833,32.7,41,32,4.24,PA,1712079346
282,den burg,53.0542,4.7972,11.09,93,100,5.14,NL,1712079347
283,andratx,39.5755,2.4202,16.56,67,97,2.77,ES,1712079348
284,dryden,49.7833,-92.7503,3.16,52,75,4.12,CA,1712079349
285,ola,59.5833,151.2833,-13.63,79,4,4.25,RU,1712079350
286,pekan,3.4836,103.3996,28.06,82,66,1.53,MY,1712079352
287,yeppoon,-23.1333,150.7333,21.88,84,20,3.48,AU,1712079354
288,pama,11.2497,0.7075,39.71,13,100,2.67,BF,1712079354
289,carutapera,-1.195,-46.02,28.06,88,83,3.5,BR,1712079356
290,barclayville,4.6797,-8.2339,29.39,76,76,3.61,LR,1712079357
291,touros,-5.1989,-35.4608,30.07,68,94,4.24,BR,1712079358
292,north tamworth,-31.0778,150.9261,14.06,100,29,0.51,AU,1712079359
293,nuku'alofa,-21.1333,-175.2,26.19,83,75,3.6,TO,1712079272
294,san antonio de pale,-1.4014,5.6325,29.24,70,73,1.49,GQ,1712079361
295,nyurba,63.2842,118.3319,-14.37,100,98,1.12,RU,1712079361
296,fisterra,42.9049,-9.2629,15.42,91,74,8.92,ES,1712079362
297,muroto-misakicho,33.2833,134.15,15.57,81,100,4.07,JP,1712079363
298,tura,25.5198,90.2201,22.47,27,19,2.27,IN,1712079364
299,susuman,62.7833,148.1667,-22.79,93,10,0.89,RU,1712079365
300,santiago de cao,-7.9589,-79.2392,22.07,78,75,4.63,PE,1712079366
301,sambava,-14.2667,50.1667,25.99,89,100,5.26,MG,1712079367
302,ghat,24.9647,10.1728,31.25,7,0,5.68,LY,1712079207
303,sola,-13.8833,167.55,27.91,82,100,6.94,VU,1712079368
304,aasiaat,68.7098,-52.8699,-3.04,78,99,1.95,GL,1712079369
305,puerto armuelles,8.2833,-82.8667,32.99,54,58,0.45,PA,1712079370
306,alofi,-19.0595,-169.9187,26.94,83,40,4.12,NU,1712079371
307,fortaleza,-3.7227,-38.5247,32.07,62,40,4.12,BR,1712079333
308,ocean shores,46.9737,-124.1563,10.53,96,100,1.54,US,1712079169
309,koupela,12.1794,-0.3517,40.31,8,95,4.65,BF,1712079374
310,smithers,54.7804,-127.1743,7.18,70,40,5.66,CA,1712079375
311,petawawa,45.9001,-77.3328,9.88,30,75,6.69,CA,1712079376
312,aljezur,37.3191,-8.8033,16.18,84,88,5.22,PT,1712079377
313,kirkwood,38.5834,-90.4068,18.02,79,75,8.75,US,1712079176
314,kayangel,8.0823,134.7173,28.02,78,85,9.37,PW,1712079379
315,atar,20.5169,-13.0499,39.35,11,0,5.78,MR,1712079380
316,abadeh,31.1608,52.6506,12.02,36,39,2.01,IR,1712079380
317,carnarvon,-24.8667,113.6333,27.9,46,16,5.63,AU,1712079381
318,labytnangi,66.6572,66.4183,-3.44,97,100,2.48,RU,1712079382
319,nakamura,32.9833,132.9333,13.77,97,100,2.75,JP,1712079383
320,port lincoln,-34.7333,135.8667,14.14,77,43,2.71,AU,1712079384
321,kununurra,-15.7667,128.7333,25.99,94,100,2.06,AU,1712079385
322,san sebastian de la gomera,28.0916,-17.1133,24.1,64,20,3.09,ES,1712079386
323,holualoa,19.6228,-155.9522,22.65,77,20,2.06,US,1712079387
324,mount darwin,-16.7725,31.5838,22.72,57,79,1.37,ZW,1712079257
325,souillac,-20.5167,57.5167,26.21,83,75,8.23,MU,1712079389
326,taroudant,30.4703,-8.877,22.25,44,5,5.91,MA,1712079390
327,awjilah,29.1081,21.2869,27.79,15,0,3.02,LY,1712079390
328,fusagasuga,4.3365,-74.3638,25.01,83,98,1.59,CO,1712079391
329,yung shue wan,22.2333,114.1167,26.68,81,7,0.89,HK,1712079392
330,neya,58.2972,43.8681,10.95,95,90,1.8,RU,1712079393
331,lata,40.1629,-8.3327,16.15,78,81,3.92,PT,1712079394
332,lastoursville,-0.8143,12.7287,28.91,59,84,0.28,GA,1712079395
333,greenville,35.6127,-77.3663,28.4,58,40,7.72,US,1712079099
334,magadan,59.5667,150.8,-12.45,73,2,3.45,RU,1712079396
335,iskateley,67.6803,53.1512,-16.1,87,44,4.02,RU,1712079397
336,mariental,-24.6333,17.9667,23.75,55,84,9.94,NA,1712079399
337,codrington,-38.2667,141.9667,12.98,85,94,2.58,AU,1712079400
338,huetamo de nunez,18.5833,-100.8833,37.53,21,92,1.19,MX,1712079401
339,fort st. john,56.2499,-120.8529,10.94,54,75,8.23,CA,1712079402
340,boundiali,9.5217,-6.4869,39.6,16,6,3.46,CI,1712079403
341,luau,-10.7073,22.2247,20.12,92,95,0.78,AO,1712079403
